"F1_2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"F11"	"F12"	"F13"	"F14"	"F15"	"F16"	"F17"	"F18"	"F19"
"hemA(alr1042)"	1.5019614055447	11.6271393905411	37.5269135205206	23.894820443059	8.0711885366444	3.44300921224688	1.52608734300709	1.06804652815968	0.734340502392224	0.682401232775759	0.577144712240354	0.5742325122083	0.928784993269399	0.626530578372819	0.986066605649213	0.924257770002008	1.59904956119902	3.70802515216747
"hetY(alr2300)"	2.73253785452507	9.56162102400864	22.8992439130693	18.3187793261077	10.8458464236876	6.86486048664152	3.57314131916972	3.96338146087248	2.15686937823627	1.36578800311502	1.14787260604166	1.73501202128799	1.78268803452141	1.72884533026501	1.4883925158707	5.62301855572957	1.50840805662757	2.70369369022284
"alr2298"	6.87638902517107	10.6589248331004	10.8942495308029	14.756613083621	13.5525878542359	9.23675338421073	5.13006288842602	3.8985433456455	2.81375792080365	2.40755189609312	2.10205515467134	2.0359642068161	2.04186440395764	1.78379885097858	2.44672092793181	2.27601987707578	2.72639142365344	4.36175139280503
"rbcX(alr1525)"	5.54081409436416	35.8200646181617	33.7144133301197	9.74326439698649	3.33887982460148	2.35760250993607	1.80369065020594	0	1.79986280445517	2.05419915458127	0	0	1.85143763705532	0	1.10011602151412	0.875654958018559	0	0
"nifH(all1455)"	2.78956640012244	18.4430731385442	25.4264165039101	16.9120092283707	7.90214450975558	4.88733101029719	3.8755928367617	2.07910380978432	1.25980043465307	1.23083008676564	1.17866762650558	1.10374319382379	0.931977903251712	1.59153634671785	1.68124142650846	2.0144414500288	2.50430666960438	4.18821742459455
"nifK(all1440)"	1.5364353097333	11.6767892481559	20.3401368743952	19.0325673215228	16.5395438684753	14.1662336562958	6.31649669048417	2.44293211364064	1.08241616520667	0.78179203533118	0.652156500499912	0.568269485786846	0.569195620363097	0.463907090686647	0.599529466508813	0.680940899799296	0.756575740541018	1.79408191257334
"rbcL(alr1524)"	0.138459804947281	0.666873711560222	1.67971204417265	2.02034909727916	1.20175153055661	0.800780117244819	1.49054057438339	3.64977088546175	35.1719209804225	23.4122659005635	6.27959154022671	3.4659132885459	2.6579687434618	3.11133889553144	4.40916632589051	2.95025512986217	3.6068828470637	3.28645858282587
"glnA(alr2328)"	0.263200134029432	1.05714699599694	1.20716556663896	0.873802666948841	0.493882020034196	0.382384718337794	0.343740746794786	1.10564512262752	2.93545179383725	22.97156022141	49.6349293529894	12.9047142764543	2.6913287509146	1.15379204226856	0.732024501954714	0.36483850921228	0.35017535216961	0.534217227380877
"hanA(asr3935)"	14.7439847259117	47.0476693632147	25.0140701979743	8.65839486742156	1.9678806232982	1.07643657960175	0.490569015241923	0.263737563833464	0.139361415747938	0.0857686635703718	0.0660164577259851	0.0732975396664862	0.0401980392094886	0.0509024238914015	0.0429387561398771	0.0495500732408571	0.0569331462071483	0.132290548102833
"rbcS(alr1526)"	1.32579825208894	7.73910290933015	10.4958454117361	10.5900701274634	10.4236662852136	13.0463980235948	13.1241878272828	9.97121170369726	11.7869916903394	4.52542348680952	1.57707917045316	0.914675492352054	0.625717192508825	0.525516727547604	0.580193369978992	0.679721962872151	0.599461661005733	1.46893870572553
"atpB(all5039)"	0.799225605502853	12.0892000047741	13.4294229817843	6.0304207171203	3.87947712822751	4.42398831972665	8.63919226545012	20.6193821521596	8.09524605977548	4.70136519704697	3.67859786179785	2.88729663217267	2.27463771418462	2.20543007012093	2.3714639069232	1.43263519896083	1.26105809118068	1.18196009309133
"atpE(all5038)"	3.62574804896439	11.3371310731753	9.99042563151503	9.12145018941442	10.9431916743202	6.48280458557502	6.09542466577112	15.4198678741804	7.0544402656193	3.38707971046684	2.51430801629791	2.36516725722706	2.0896594372863	2.25035412333	2.47951456940383	1.57718896110104	1.60871659683102	1.65752731952086
"cpcB(alr0528)"	0.424531887560646	6.01410817456664	10.3454888556066	12.2025628598571	14.1959282416422	21.869103211855	23.0133315872118	7.11498158661514	2.18062227583204	0.75517949464931	0.42481365852051	0.321939870269453	0.179308020879783	0.19602556125606	0.212778131111786	0.160849804220404	0.192768701422897	0.195678076922608
"cpcA(alr0529)"	0.519233149884488	7.83632912364735	11.5454491441753	13.2034374591394	14.5410279551546	20.9205859826389	19.7349393436616	6.42038831552314	2.55462677275886	0.801531861933614	0.431829406330762	0.301127725580791	0.218166276900207	0.173879068758368	0.244197658733595	0.166144599751736	0.17790933632407	0.209196819103312
"cpcC(alr0530)"	0.250288103559864	1.69329955525374	4.80057262923376	7.50708716092874	13.4309199219347	23.9897037329763	20.4994483465401	9.83000964624848	3.99805155580024	1.44531452103286	0.975307135799887	0.939856535912977	1.01630727251636	1.35374868314246	2.17882859326815	1.55486944670833	2.1052634050153	2.43112375412788
"cpcD(asr0531)"	2.25829196261482	11.6338168493575	18.8694535472418	22.3358902075247	14.9116562231229	11.7899077718193	12.1611127663209	3.35478245773284	0.8741962906699	0.271980311858454	0.153982625336604	0.120649307572245	0.122036533352907	0.0889584840407534	0.0849409800095255	0.0968129945038973	0.279688398254001	0.591842288667093
"cpcE(alr0532)"	1.80691862380865	28.4628869571478	37.2871694553961	13.3833158446486	4.56947260834594	2.47935400860915	1.33493589468804	1.38220879939118	0.710478902325851	0.888952588659646	1.0001207526826	0.792235304959105	0.895012354846527	0.803850308717775	1.00535528216807	0.604692908524646	0.792690524803791	1.80034888027651
