ID	fraction1_2	fraction3	fraction4	fraction5	fraction6	fraction7	fraction8	fraction9	fraction10	fraction11	fraction12	fraction13	fraction14	fraction15	fraction16	fraction17	fraction18	fraction19	Gene	Found_in_replicates	new_Gene	Feature.Subtype	Sample
hemA_ctrl	0.2617388710371	1.02183145812996	3.59793656857887	2.25336543986946	0.19680451325602	1.04778136554547	1.32711375150725	1.92143971312981	0.580963141410959	0.642073741727072	0.471953672999448	0.239575906976737	0.0999151265340862	0.170380294967146	0.144380656137858	0.492239612508155	0.358032666093971	0.0650098427753912	NA	3	hemA(alr1042)	Protein	ctrl
hetY_ctrl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	hetY(alr2300)	Protein	ctrl
alr2298_ctrl	0.85826163175883	2.08273483942356	6.92008172273081	4.33747907234466	1.39375988685906	1.16557976991558	0.783565834355981	1.00649039465161	0.700624007235662	0.647314533908492	0.714773683071591	1.07749039171543	0.992807553982314	0.814974313793749	1.34463532215415	0.935865317477638	0.846653539620424	0.986747755692237	NA	3	alr2298	Protein	ctrl
rbcX_ctrl	1.00851189562727	2.84088891498253	5.95840871724774	1.64300545816894	1.1561417514998	0.680921340134205	0.340387959909951	1.5046260484657	0.571144862550546	0.263450875382654	0.930462786684721	0.75369688697811	0.0582231964950924	1.16963023707134	2.71005875345982	6.62972669529484	5.57901568689509	3.86975964540481	NA	3	rbcX(alr1525)	Protein	ctrl
nifH_ctrl	0.25748866816177	0.906926465106181	1.087575377585	0.334732915609624	0.189287556570228	0.451490713870068	0.419461201719675	0.166093906741333	0.0679581248574942	0.018901388774203	0.168980190004918	0.155114837318423	0.0607220298240572	0.292826558531394	0.210228670843909	0.322073497015128	0.0860107445123415	0.909370632473138	NA	3	nifH(all1455)	Protein	ctrl
nifK_ctrl	0.31709001319089	0.891567192479056	0.809858477898727	0.498241147705135	1.27486404562094	0.168775445693341	0.626851373800869	0.460702032606495	0.0778336998775482	0.115736268390791	0.110064607478963	0.0281544099866007	0.121475345533633	0.173707584292751	0.232296237726268	0.159165210209513	0.140704081677297	0.0738551392706211	NA	3	nifK(all1440)	Protein	ctrl
rbcL_ctrl	0.024930292995727	0.0668446812933554	0.16920814863852	0.235065893191155	0.141096436341676	0.0984071337356332	0.268365859163547	1.59384548106657	5.77416980637333	3.62476758302188	1.29547554901745	0.448849145826415	0.423472996895602	0.279384995618529	0.584572842118275	0.282939442890477	0.601489177896434	0.686708571146625	NA	3	rbcL(alr1524)	Protein	ctrl
glnA_ctrl	0.0154804552780844	0.121467956484575	0.052020378424321	0.0343446649027339	0.0697993861771086	0.0596025489102827	0.067297107292209	0.147779926071821	0.404313338102283	5.88004259849668	4.15580119947428	2.76842364751272	0.26726296170173	0.0517580678219563	0.0327386314085578	0.106933331675503	0.0135035511773847	0.0252769624782921	NA	3	glnA(alr2328)	Protein	ctrl
hanA_ctrl	2.30154688980289	1.18816447728067	2.07555920960801	0.445291764052224	0.161161358495811	0.107850220713017	0.0691119137482349	0.0585890924660419	0.00873122023991404	0.0295106139640331	0.0229296091195343	0.0329007132139814	0.0211458482666575	0.0317038214801453	0.0413801505427664	0.0751343957777464	0.0617943660436907	0.0870976024858125	NA	3	hanA(asr3935)	Protein	ctrl
rbcS_ctrl	0.277325465166813	1.86357272995732	1.54336269302861	0.577678794941521	0.404690193312481	0.752241322960595	0.628360564894838	5.49353487909404	0.749642979639053	0.609620764387938	0.317417626567949	0.135787116043487	0.146035218810681	0.146335276494982	0.163594608265267	0.0845065844227925	0.0594768469644646	0.175192472228764	NA	3	rbcS(alr1526)	Protein	ctrl
atpB_ctrl	0.0990031958909871	2.22660083919974	2.85727340923632	1.05243023046615	0.201646591033168	0.158965098610719	2.73842674332641	5.75653170617128	0.793627399067644	0.232958498343787	0.366638788161226	0.199718038829616	0.208372266438826	0.0527303235656063	0.245246353321339	0.089516349090262	0.18419743866642	0.0866105579062624	NA	3	atpB(all5039)	Protein	ctrl
atpE_ctrl	0.463962043400715	2.95502433724818	1.6995528595465	1.07068547413934	1.53256773188247	1.14053894169046	2.03941894659049	11.2516113387461	1.28445815977852	0.202525017676039	0.383242450455659	0.307174223575717	0.460739619637052	0.335235727325997	0.466573693672506	0.192811865645059	0.406153985169696	0.402694431814332	NA	3	atpE(all5038)	Protein	ctrl
cpcB_ctrl	0.0219208694877166	0.67027699340637	0.786529583338435	0.328540210357747	0.538294403671804	1.49516954302387	1.51044332257156	1.55825255042654	0.36268764793278	0.0609880224300954	0.0764673437407238	0.0757876278626536	0.0431727361194787	0.0258464319848891	0.0342705025665827	0.0150230371911357	0.0288439820802016	0.0580396095606622	NA	3	cpcB(alr0528)	Protein	ctrl
cpcA_ctrl	0.0455059098594227	1.20213880564768	1.15537178371254	0.115734000532815	0.557685355448643	0.951592628262535	0.828368940695775	2.26369615146633	0.35720749526248	0.0276923267036127	0.0658226510221236	0.0512988426554102	0.0391012551769677	0.00541937876608544	0.0435209575643897	0.0178084401399557	0.0242611675141247	0.0447312142653827	NA	3	cpcA(alr0529)	Protein	ctrl
cpcC_ctrl	0.0109338485502706	0.116579456518715	0.149796304054915	0.419979659585127	0.298246382990705	2.42277101398595	2.54838882411577	4.09264590257723	0.541904083383072	0.183154630770942	0.102211291925111	0.15642814855389	0.164136355457625	0.177040061612252	0.0517391214737024	0.606315037710085	0.425908065213143	0.172794473569987	NA	3	cpcC(alr0530)	Protein	ctrl
