ID	fraction1_2	fraction3	fraction4	fraction5	fraction6	fraction7	fraction8	fraction9	fraction10	fraction11	fraction12	fraction13	fraction14	fraction15	fraction16	fraction17	fraction18	fraction19	Gene	Found_in_replicates	new_Gene	Feature.Subtype	Sample
hemA_rnase	0.165748699135524	0.882499548005425	3.03224233661205	1.50310518460534	0.221979646500325	0.967753724775082	0.770217130699474	0.727131453942563	0.28721167497864	0.353317225314739	0.316699097946212	0.144920962910393	0.0265856042956324	0.12809117353405	0.165604988798995	0.391799318003389	0.336398591920704	0.168798711983915	NA	3	hemA(alr1042)	Protein	rnase
hetY_rnase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	hetY(alr2300)	Protein	rnase
alr2298_rnase	2.23157874936064	3.48933419064682	8.72294548557976	5.25193945181484	2.14208754760931	1.78075305354578	1.06953571857431	0.965710016074305	0.710072605827996	0.611959653154416	0.560498305621347	0.61893728231642	0.618470280141298	0.486721267333336	0.801340519972426	0.634893333515512	0.724512691485588	0.984922014120515	NA	3	alr2298	Protein	rnase
rbcX_rnase	0.883110645609515	7.51180424119315	8.49455293215511	0.841696960036693	0.846528660559634	0.327563521565577	0.172820784050972	2.15693501847835	0.113108687318265	0.189702130333594	1.32352984572817	1.02357682994307	0.260057050202371	1.96641690778251	2.18795940823627	2.43647081752	3.71030636648808	3.01221225711521	NA	3	rbcX(alr1525)	Protein	rnase
nifH_rnase	0.277097091432207	0.839869496086159	1.14536520945762	0.457776901640345	0.186797277941753	0.468014245221614	0.5191869282819	0.167711899582619	0.0533487589450536	0.0211179263272155	0.170783304174665	0.135972009444499	0.0510239089168424	0.354925622680699	0.273299519911853	0.389457587072041	0.08522124439678	1.09955126885861	NA	3	nifH(all1455)	Protein	rnase
nifK_rnase	0.274645823644434	0.859851968101757	0.706133081578517	0.418629419275507	1.34806208704235	0.0996564982971162	0.724684205440169	0.396598560754659	0.0804763240678958	0.129685018930038	0.108876347278032	0.0219339540711476	0.0830414908042766	0.0968192319264313	0.13754005238702	0.120432635792413	0.125432560911352	0.0634293863641877	NA	3	nifK(all1440)	Protein	rnase
rbcL_rnase	0.0276782442111619	0.0791984421052156	0.162327729214442	0.1988359010153	0.1170070879486	0.0610032202350903	0.268915869635658	2.85571129483503	5.86739204329665	3.1986592268509	1.13836337875263	0.457284032941382	0.484298998389795	0.392772950075973	0.877846135391804	0.287455833550677	0.71633620010073	0.677629703625503	NA	3	rbcL(alr1524)	Protein	rnase
glnA_rnase	0.0224081512394429	0.171671299714203	0.100145957065949	0.0382582897338595	0.0482326223502226	0.0438473072868581	0.0574840139669412	0.197434462494545	0.370742073734402	8.12151457835907	5.65071487241325	2.45245271802585	0.313156215544674	0.0548518854332992	0.0578365596620514	0.0389893845690364	0.00982943318195442	0.0531538108122556	NA	3	glnA(alr2328)	Protein	rnase
hanA_rnase	2.84177918994407	1.30961598586328	2.1667518692378	0.529044848017828	0.160481218744176	0.123570330279796	0.0810734249769511	0.061110306402793	0.00761009209450429	0.0451373176126316	0.0146953876035151	0.0349888996932898	0.0122269378464248	0.0271604703346128	0.0487707059799505	0.0748234191140167	0.0530361349438141	0.0781976873505456	NA	3	hanA(asr3935)	Protein	rnase
rbcS_rnase	0.26802457046856	1.71461518317082	1.4612912792916	0.592736607084582	0.598699992041982	0.696379373983015	0.930223149733049	4.06192872022956	0.653038975714407	0.431841019114108	0.286007685904489	0.125872035212442	0.139581395854299	0.117333526913213	0.153940022713871	0.0889311522549341	0.064152632753341	0.226384868031654	NA	3	rbcS(alr1526)	Protein	rnase
atpB_rnase	0.109000010472407	2.82986088808832	3.75913628729843	1.40507790147362	0.20850630671323	0.258812117120388	4.80009352505037	5.38098238828069	0.303516931082645	0.377756051058336	0.318343326804167	0.131849144775584	0.158808092802006	0.0359284720180912	0.194255700939058	0.110236511064714	0.150953305224743	0.0458588928446985	NA	3	atpB(all5039)	Protein	rnase
atpE_rnase	0.304860641336095	2.88785225130133	2.12159859424223	1.20534198752568	1.88574416561895	1.02426462826363	5.11190583678485	8.8611160565339	0.483258979837164	0.484496620960512	0.26302046472189	0.231738901721664	0.372111600600751	0.306917828577628	0.434673812405929	0.0747781816886795	0.281808433823933	0.280856265180623	NA	3	atpE(all5038)	Protein	rnase
cpcB_rnase	0.0275652929649834	0.680219108577554	0.818296392376221	0.38098861922794	0.709118760516726	1.74515216243464	1.25703896102594	0.952797892334217	0.321802456259125	0.0576677720824883	0.0839283352426192	0.0808815162451294	0.035207567174277	0.0287926462287102	0.0360388459624175	0.0114504473230092	0.0358753873542499	0.0480535750764321	NA	3	cpcB(alr0528)	Protein	rnase
cpcA_rnase	0.0499180673736823	1.17926340630764	1.15660856549352	0.141942216263073	0.8191340393012	1.13216620674738	0.634293512702577	1.36168638706782	0.317730623928047	0.0213256397068226	0.0624512520511888	0.0473990949746101	0.0350608230598503	0.00628650714171526	0.0431560775795566	0.0151080266590515	0.0239172779254697	0.0354404354218588	NA	3	cpcA(alr0529)	Protein	rnase
cpcC_rnase	0.00342263300464631	0.0714311774959669	0.164783568516738	0.748097507665505	0.571402792132453	2.49349975573022	2.60631702186844	2.77981514070466	0.251449156181814	0.186876030920585	0.103815477799617	0.178032774902122	0.150105333171139	0.216210065119608	0.0973456414123535	0.404889440749883	0.414404105356176	0.123000298228292	NA	3	cpcC(alr0530)	Protein	rnase
cpcD_rnase	0.142478344048296	0.890925626870596	0.522211920515604	0.789897926139144	0.415915208055233	1.52446266180272	0.216948951586652	0.0626036248112615	0.0963232239291445	0.0834477966914536	0.0611446409994814	0.0759247342906022	0.0584734002966826	0.0550783054541691	0.0816859888799226	0.0901462931657401	0.0677753703635216	0.165543394059471	NA	3	cpcD(asr0531)	Protein	rnase
cpcE_rnase	0.518476817962694	1.19135188757038	1.15139837572775	0.910342715724144	0.345499600105395	0.331961542523817	0.260676804141211	0.2356222085301	0.137972009181697	0.190729044092075	0.258688040569311	0.174516286129921	0.197256865170947	0.149755391804932	0.229289407292441	0.0784505097888785	0.0255912251763703	0.183458446034382	NA	3	cpcE(alr0532)	Protein	rnase
petB_rnase	1.15017997130877	3.28142523363988	0.467173825586777	3.27882725503757	1.41127793992441	3.82250995796836	1.73729887238209	0.139043939150289	0.286136833572347	0.285661006452901	0.349762277918864	0.261818801993801	0.338378149119866	0.177602939015131	0.159396009409283	0.242498764978834	0.384791644722214	0.310409732594099	NA	3	petB(alr3421)	Protein	rnase
petF_rnase	3.60497869471539	3.13206258887445	0.842646710995824	0.387150033527049	0.0834430125814741	0.089962590790404	0.0500645872206387	0.0587204369308952	0.0318493828612645	0.0234069346987014	0.0282772293299196	0.0244726691315802	0.0174537652892051	0.0151466669428419	0.0232045556108195	0.0160428747362514	0.0153607844103752	0.0613184041710054	NA	3	petF(all4148)	Protein	rnase
isiB_rnase	2.71418492477567	1.06872526820916	1.42648264122226	0.52560881038987	0.105190499569767	0.0372306109908758	0.0598046017364057	0.0339556545147612	0.0251973110342678	0.0168400214021305	0.00692279402180571	0.0125928127839393	0.00683289575020331	0.00939981199341583	0.00942960864399937	0.00653619762105073	0.0063953709301239	0.0106571144660764	NA	3	isiB(alr2405)	Protein	rnase
cytA_rnase	5.34570911594714	2.84322061712581	1.79395317448684	0.583707826618385	0.329182072147815	0.138493563465099	0.0918211002547544	0.081215824084772	0.063762661489274	0.0506927484341199	0.117640531486009	0.0796500638513733	0.00528777577543445	0.0052073642282468	0.0348119719200629	0.10808713824196	0.147034515861425	0.0825992677380503	NA	3	cytA(alr4251)	Protein	rnase
psaC_rnase	0.341777581835673	0.658807380461652	0.920150504857709	0.309666031127929	0.203907163399874	1.37718975654178	1.44484375908503	1.56924961697662	0.75092500089332	0.244216906687183	0.399114152423101	0.228235538827376	0.0581024354163194	0.329385361307889	0.487797929379009	0.510249265170367	0.620378914162844	0.537433477840877	NA	3	psaC(asr3463)	Protein	rnase
avaIR_rnase	0.238595500141583	1.20496103148565	1.63294092787314	0.943424822497865	0.801540490637212	0.629473733930876	0.286959058154585	0.155957130743747	0.0167619307906885	0.164526527929075	0.111490989186514	0.0494005345789977	0.157908275346177	0.0249801065754308	0.0981752129247199	0.135015948033061	0.16249991497906	0.161452232008131	NA	3	avaIR(all3631)	Protein	rnase
rpsU1_rnase	0.381532895541774	0.810692688473262	0.559784283212917	0.53808932288412	0.238292058290239	0.29040309344584	0.257464188939561	0.19207532888336	0.134135283510024	0.211272665008701	0.103243249224598	0.100619612120402	0.232173526134068	1.41121270984503	8.74662754193194	1.56023921197186	4.04476746027821	1.63462828545349	NA	3	rpsU1(asr0742)	Protein	rnase
ssb1_rnase	0.196834693291216	1.89540297364555	2.7282153318004	2.77806007349078	1.22137531583296	1.22538120330388	1.29026760154588	0.854425987891207	0.232579303805809	0.202082759050093	0.174442057868155	0.132609340778463	0.0988248909071795	0.0526773310106251	0.144439228079686	0.182036329014466	0.310701011268143	0.0906129574607528	NA	3	ssb1(alr0088)	Protein	rnase
trxM1_rnase	3.06400067821707	4.15321290806888	1.09185287557413	0.186149530716572	0.289016035890512	0.23239943289209	0.165367148912014	0.140536356101026	0.0829363642083871	0.0826275114157752	0.0783821186840603	0.0817638531740015	0.085106029851936	0.0674614870688825	0.106568340366361	0.123757766614041	0.202250505125391	0.624923548498069	NA	3	trxM1(alr0052)	Protein	rnase
ntcA_rnase	0.326352545090707	0.828653786865515	1.56033832479378	0.598878305240278	0.314739250904809	0.208660339807589	0.395724445441119	0.436485769438451	0.254363777388632	0.111537680551917	0.165475457101158	0.13185172046822	0.0431692399806767	0.0246482434229715	0.0705330693414872	0.137628523182754	0.179844725035205	0.0262406568503002	NA	3	ntcA(alr4392)	Protein	rnase
atpI_rnase	0.26090520664941	1.52213418567966	0.242707124098593	1.04293976539788	0.0979957488133459	0.447440267287326	0.138432541369478	0.102254321814352	0.00769284410639797	0.00776802095615998	0.0134974659161656	0.0192149713567879	0.124062341498591	0.352283347104081	0.0790333502881392	0.0364944761459825	0.169477389165625	0.127821166431185	NA	2	atpI(all0010)	Protein	rnase
atpA_rnase	0.0975126540221497	0.784145844925433	2.98069452123785	2.05656473852954	0.654139845989785	0.370351052020576	4.89698533547427	5.37195215817463	0.28819739178959	0.330529799002937	0.435270486173554	0.266598697177518	0.281173430578988	0.184481369385026	0.541862269491363	0.10514488545817	0.385748460902642	0.255656301919138	NA	3	atpA(all0005)	Protein	rnase
atpD_rnase	0.169400052060818	3.78103644741629	3.53434309760289	1.63755186645849	0.320455481988822	0.232892937274286	0.994899325524831	2.91741944372427	0.579410395311322	0.822730484782215	0.488521759731292	0.535940285152791	0.588809833934333	0.77618218882392	0.275060074172698	0.484550906304518	0.244050488491043	0.115302053323317	NA	3	atpD(all0006)	Protein	rnase
atpF_rnase	0.128682970690304	0.895604010396313	4.06007732026746	0.323839742578972	0.278887585832706	0.390906171342979	0.213369769580551	0.271852275420151	0.119536245545245	0.293522451306476	0.200792114528333	0.223129670288433	0.279187447873425	0.231571246311133	0.375430924962284	0.202662147484425	0.326559353964386	0.234053386605094	NA	3	atpF(all0007)	Protein	rnase
atpC_rnase	0.221751955437641	0.622163122486713	1.58566610406559	1.84940636352881	2.04820175154824	1.16145351819814	5.34788826009824	6.24422461645056	0.646168904978265	0.349650716333934	0.286778804017337	0.189478433415685	0.267634631866258	0.113026728242955	0.452079089958951	0.122441947185921	0.215088910692666	0.297460340494054	NA	3	atpC(all0004)	Protein	rnase
atpG_rnase	0.103998381711717	1.37817819348894	2.75365111814164	1.68763682935134	0.434284719092063	0.401694948472485	0.227008085055756	0.466641704377943	0.221575912752863	0.344178827639161	0.257134307467101	0.0872715408721467	0.29856206989581	0.457313803732985	0.264772942574155	0.398189526698249	0.172702625894458	0.213030960441006	NA	3	atpG(all0008)	Protein	rnase
nifS_rnase	0.140442708187988	0.402158587214677	4.09686682705422	3.20211760243522	2.02559544322655	0.575213253360853	0.49730262199184	0.258526942483009	0.431061571529352	1.48087925280655	1.36423796483415	0.285066825596613	1.16346794460226	0.811480635142778	1.29870629508718	1.58476866483427	0.245987060155813	0.129517864306047	NA	2	nifS(all1457)	Protein	rnase
psbO_rnase	0.145628806677828	2.33914700363558	0.721108809032003	0.903081084334623	0.274872654912362	0.238887345107118	0.109900697253361	0.0806830293436401	0.0335723503048566	0.021850623439843	0.0246206532251432	0.0189868915354045	0.0225453801743936	0.0127971365577854	0.0357332552487523	0.0729356127183436	0.0631433857912038	0.0373431657684692	NA	3	psbO(all3854)	Protein	rnase
hesB_rnase	1.69360314042175	2.01991384254918	0.0078538135758379	2.24359764122532	0.148305508430061	0.173553157972076	0.193034730777995	0.149784880042952	0.299616592765969	0.154269687765367	0.0650014471518328	0.557940467742195	0.0762752727882489	0.183133320462123	0.174441841422785	0.219601936068492	0.240345568670957	0.11032483022838	NA	2	hesB(all1431)	Protein	rnase
psbB_rnase	0.145527573363001	0.374180217050767	0.59981235126146	0.693780109015479	1.44854111294538	3.92666281013116	2.63092062917018	1.37585488404753	0.507045165235603	0.322346714021245	0.14839800231478	0.107661720648091	0.104438242699393	0.08435537687341	0.281485642369009	0.0794197790477714	0.196023027983332	0.116262341582545	NA	3	psbB(all0138)	Protein	rnase
trxX_rnase	3.68160787765935	3.94578170161185	1.18354037210793	0.813767421668635	0.424555299407221	0.167464995671468	0.0894144380248459	0.056909259337903	0.0167779584679144	0.0612878858250001	0.0536702551281258	0.0427213123776149	0.0275296375745407	0.0830453071478344	0.041920336807471	0.156126912018242	0.167028605854558	0.336910890298537	NA	3	trxX(all2341)	Protein	rnase
hepA_rnase	0.123886912318775	0.13096615479874	1.87152497692594	1.39673209569303	1.59372946651014	0.841944594600911	0.289344219622777	0.121131020402539	0.264566314478456	0.24833777011327	0.226535961799672	0.20755239132957	0.15038980036762	0.374735576865709	0.180782422935581	0.176768398409423	0.23763068635458	0.226433647656211	NA	3	hepA(alr2835)	Protein	rnase
rpoC1_rnase	0.194614717728418	0.465635374651675	0.183874589855504	0.530023855456248	0.390747479867499	0.321215226484647	0.684573155086019	1.06316939855448	1.2243644995449	0.923437987096384	0.756238460764909	0.394909920847514	0.442479516389453	0.110123053446976	0.322367437954346	0.717804441742672	0.545463041156175	0.11349009863904	NA	3	rpoC1(alr1595)	Protein	rnase
rpoC2_rnase	0.180652028892901	0.377036716126516	1.27809579153707	0.996901105145913	0.177221945025013	0.176990121910027	0.414026177876815	0.759951520669234	0.892813968788998	0.93302551648586	0.741685443646121	0.378392890755338	0.391774520999689	0.176612450613492	0.484707127143283	0.322015455435849	0.447658384261762	0.169469625681506	NA	3	rpoC2(alr1596)	Protein	rnase
sigA_rnase	0.0157643605688358	0.680199625417985	1.3504614583351	1.85476189505069	1.08674283990771	0.657910669254856	0.296287148293577	3.03521735373207	0.628365595048406	0.710412906345345	0.495508589014024	0.542212169281416	0.447044949199194	0.718540954774151	0.115295359940816	0.505371298435367	0.993600186058839	0.464593479355925	NA	3	sigA(all5263)	Protein	rnase
hetR_rnase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	hetR(alr2339)	Protein	rnase
ppc_rnase	0.214786430081085	0.604208363204762	0.291733013969369	1.11345248147208	1.21236853134879	0.77098455261279	0.481455803160352	3.25012426541461	1.79344408517136	0.47611322717007	0.458612527907844	0.277431148213897	0.28155077815938	0.181576363686905	0.460139354856921	0.0709115721466049	0.406107833561404	0.425354718245363	NA	3	ppc(all4861)	Protein	rnase
alr1448_rnase	0.436230063484893	0.737353886480017	1.4511212563177	6.78788921272114	4.30624940288262	1.32306304281809	0.196751180851216	0.189407333805937	0.180890939845193	0.162878395911402	0.26800228571792	0.209900645690826	0.242036038399787	0.0846803097001201	0.135963444564475	0.0375697346671707	0.0462752424236052	0.107030347738925	NA	3	alr1448	Protein	rnase
alr1449_rnase	0.116842723721597	0.983456830136393	0.887926626286582	0.0410912952049678	0.290643771714237	0.442105085803725	0.413216428992216	0.442650518238254	0.13600605817926	0.0492477944008713	0.0577320327400411	0.156834554253318	0.141933891322073	0.0385197462777603	0.070910310378948	0.0941274104701668	0.280442499072054	1.21802387900719	NA	3	alr1449	Protein	rnase
cyp110_rnase	0.386451124741565	1.32902603841806	2.45060493779016	0.823287587690658	0.286504887307141	0.262605969405703	0.17055543923353	0.139352109210338	0.0105525703214334	0.0788334128394645	0.880899597988604	0.131038793651308	0.705239741560975	0.0923734255722035	0.249182254034128	0.175119975908316	0.743305003751898	0.170650872095135	NA	3	cyp110(alr1450)	Protein	rnase
cpcF_rnase	0.816335524218931	1.31308812906966	2.15899963656457	1.89225686108872	0.133533382507585	0.234578777736373	0.431720622926459	1.1834655986799	0.81894234249228	0.9189679815274	1.1489942356717	1.05393499680274	1.08819629231674	0.804101814324564	1.00628778350238	1.20166872709249	1.31609297484741	1.51572857092463	NA	3	cpcF(alr0533)	Protein	rnase
cpcG1_rnase	0.0663222152082159	0.22623624457494	0.253094944944646	0.0411397730042093	0.712644352963008	5.37974104427298	2.59870615712873	0.215829394354539	1.09784544547034	0.0257477173363771	0.178955078854927	0.109796811890064	0.13600366276225	0.34849657343746	0.626099865385589	0.191509570628872	0.186513543385356	0.193127921848351	NA	3	cpcG1(alr0534)	Protein	rnase
cpcG2_rnase	0.0331828301535307	0.52855789838114	1.68538920155234	4.33953588948237	0.656683220414838	1.38622463081044	1.43061967446785	1.56103597314077	0.301677254388404	0.346573753530578	0.186542077163201	0.24594960218643	0.237280767667102	0.334579605322047	0.268809418119852	0.378624993291417	0.402825059500715	0.233559928072317	NA	3	cpcG2(alr0535)	Protein	rnase
cpcL_rnase	0.153406943011399	0.428396430299734	0.780654022706097	0.543520589752729	1.32088364330919	2.27696743116509	1.50256401141112	0.869480318462721	0.0322385777090626	0.342876168618544	0.0932750193334857	0.215081170589521	0.282603916314024	0.472093391843032	0.32624025154775	0.74411054894316	0.909432478061888	0.533551012651784	NA	3	cpcL(alr0536)	Protein	rnase
cpcG4_rnase	0.154823393196772	0.375831432900484	0.512470688297955	0.417203103255833	1.01481232319259	0.344566572230609	3.28639721912884	2.12822627800843	0.382261716518518	0.425078423542636	0.163374890301214	0.196580004351811	0.176764978399331	0.169981718522302	0.123696216519519	0.0498970531112039	0.273425397174605	0.343866269222849	NA	3	cpcG4(alr0537)	Protein	rnase
agp_rnase	0.061267680001262	0.604436291449254	2.45659474354592	2.177852505972	1.1939833358612	0.569335657586743	0.188444417525559	0.0992461433014011	0.0235027104856349	0.0405567274250658	0.0319807987876087	0.0475711967297371	0.02533873578849	0.0632370345951821	0.0138687726945084	0.0190770966797444	0.0202990511136434	0.0311124614108212	NA	3	agp(all4645)	Protein	rnase
pecC_rnase	0.229534635242248	1.87609386427284	1.13740660790952	0.401798375588368	0.39315817150177	0.23608300293988	2.01543954114	3.50210954500061	1.29412578136191	0.289779382622593	0.297491963617804	0.189282493151325	0.192673796556532	0.203494148191584	0.37163258180228	0.167249436456946	0.306002718325281	0.271931853445943	NA	3	pecC(alr0525)	Protein	rnase
psbA3_rnase	0.292181794135433	0.414615150916852	0.317122275579453	0.174465259941	2.80488079009409	4.60161679037721	4.6472012486478	0.0108100057551043	0.3972040516659	0.114842872376458	0.278537868156442	0.0232898223918113	0.178555860900004	0.0825632576795328	0.324647686630519	0.137828617190235	0.116268636224336	0.245293692162409	NA	2	psbA3(alr4592)	Protein	rnase
pecA_rnase	0.390211489561767	2.01242393184192	0.724088479294935	1.01855635253875	0.303728767425583	0.164037610780992	0.185028897936163	0.252480843259847	0.0446826104909491	0.0459301308360001	0.0121654760583414	0.0117561249617563	0.0159709101423386	0.0102846140016546	0.0171845287500144	0.0103770837772279	0.00899740125453883	0.0250155154005825	NA	3	pecA(alr0524)	Protein	rnase
pecB_rnase	0.352936314777541	1.63950717913143	1.52441620666482	0.842322923500037	0.630297069556532	0.450700983874978	0.369782389204383	0.534617468015268	0.135352763000408	0.0776366122590874	0.0452139365841614	0.0425831559846475	0.0442365348839673	0.0404206027945551	0.036747276707439	0.0312698081521641	0.041401384216179	0.0361874424973144	NA	3	pecB(alr0523)	Protein	rnase
hglB_rnase	0.114878099992544	0.869287319061924	0.58965661572581	2.23382650695221	0.594646061516639	0.108886817519662	0.207358241411628	0.25509919571484	0.461988590496214	0.232035606294468	0.227198818627667	0.148513051934872	0.407504887730869	0.115135024054785	0.120632643042887	0.285179185444409	0.183046228854214	0.794884449908622	NA	3	hglB(alr5357)	Protein	rnase
nucA_rnase	0.634474749357029	1.59149066296557	0.801405189887147	0.654609711027566	0.432786735795769	0.195396163346439	0.292845909459002	0.606049204973262	0.0859039475923767	0.0941839710907455	0.0925227170570782	0.0321882367057229	0.0623716558503654	0.0665476826580656	0.230987176803475	0.116008221380201	0.0752054987339362	0.121954135643549	NA	3	nucA(all7362)	Protein	rnase
gshB_rnase	0.134758810730707	0.309048839391732	1.45302419476197	6.99921789543767	3.51748669207653	2.38331963165633	0.616654464861269	0.324556522019655	0.0889530928883242	0.0576383176099099	0.0935122083023105	0.0471460395697494	0.0243084387147208	0.0319244543992096	0.0208013598459489	0.070186377821537	0.0492855755363464	0.0890005072486042	NA	3	gshB(all3859)	Protein	rnase
